Date,Channel,MKTer,Chiến dịch,Chi phí Marketing,Impression,Reach,Click,Share,Cmt,Inbox,Lead MKT,Đơn hàng,Doanh thu,Paid Revenue 1,Giá Lead,Đơn/Lead,CPM,CPC,"Giá Mess
(Cmt + Inbox)",ME1 (ME đã bao gồm thuế + phí),ROAS
2020-07-10,Google,TienTran,Guu-PerMax,151810,5209,0.0,59,0,0,0,1,1.0,499000.0,499000,151810.0,1.0,29143.789594931848,2573.0508474576272,0.0,151810.0,3.287003491206113
2020-07-11,FB,NgocNgo,CVS,574481,12119,11168.0,59,3,8,0,48,37.82608695652174,18875217.391304348,16966000,11968.354166666666,0.7880434782608696,47403.333608383524,9736.966101694916,71810.125,620439.4800000001,32.85612124910023
2020-07-11,FB,GiangPhan,CVS,5001700,0,0.0,0,0,0,0,35,25.82608695652174,12887217.391304348,10978000,142905.7142857143,0.7378881987577639,0.0,0.0,0.0,5401836.0,2.5765674453294576
2020-07-11,FB,AnhNguyen08,CVS,844716,15082,13120.0,61,0,2,0,2,1.9565217391304348,976304.3478260869,499000,422358.0,0.9782608695652174,56008.22172125713,13847.803278688525,422358.0,912293.28,1.1557782116428326
2020-07-11,FB,TungTran,CVS,365804,4192,3949.0,19,0,1,0,1,0.9565217391304348,477304.347826087,0,365804.0,0.9565217391304348,87262.40458015268,19252.842105263157,365804.0,395068.32,1.304808990131565
2020-07-11,FB,AnhTrinh,CVS,267345,3855,3674.0,6,2,0,0,1,1.0,499000.0,499000,267345.0,1.0,69350.1945525292,44557.5,0.0,288732.60000000003,1.8665020853204661
2020-07-11,FB,ThuHoang,CVS,666442,11035,10057.0,49,3,2,0,2,2.0,998000.0,998000,333221.0,1.0,60393.47530584504,13600.857142857143,333221.0,719757.3600000001,1.4975046590701067
2020-07-11,Google,TienTran,Search,226602,5042,0.0,156,0,0,0,5,4.956521739130435,2473304.347826087,1996000,45320.4,0.9913043478260869,44942.87980959937,1452.576923076923,0.0,226602.0,10.914750742827014
2020-07-11,Google,TienTran,Discovery,395173,20663,0.0,803,0,0,0,1,1.0,499000.0,499000,395173.0,1.0,19124.667279678655,492.12079701120797,0.0,395173.0,1.2627380919242965
2020-07-11,Google,TienTran,Guu-PerMax,144776,3632,0.0,33,0,0,0,1,1.0,499000.0,499000,144776.0,1.0,39861.23348017621,4387.151515151515,0.0,144776.0,3.446703873570205
2020-07-12,FB,NgocNgo,CVS,716580,9126,8072.0,63,1,5,0,43,29.869565217391305,17798217.391304348,15390000,16664.6511627907,0.6946410515672397,78520.71005917159,11374.285714285714,143316.0,773906.4,24.837725573284697
2020-07-12,FB,GiangPhan,CVS,4470122,39571,34645.0,144,3,20,0,25,19.869565217391305,9914913.043478262,7984000,178804.88,0.7947826086956522,112964.59528442545,31042.51388888889,223506.1,4827731.760000001,2.2180408148766997
2020-07-12,FB,TungTran,CVS,471530,6673,6181.0,15,0,2,0,1,0.9565217391304348,954608.695652174,0,471530.0,0.9565217391304348,70662.3707477896,31435.333333333332,235765.0,509252.4,2.024491963718478
2020-07-12,FB,AnhTrinh,CVS,350967,4763,4399.0,15,2,0,0,3,3.0,1497000.0,1497000,116989.0,1.0,73686.12219189586,23397.8,0.0,379044.36000000004,4.2653582815478375
2020-07-12,Google,TienTran,Search,224871,4443,0.0,130,0,0,0,4,2.0,998000.0,998000,56217.75,0.5,50612.42403781229,1729.7769230769231,0.0,224871.0,4.438100066260211
2020-07-12,Google,TienTran,Discovery,397988,22167,0.0,789,0,0,0,5,3.0,1497000.0,1497000,79597.6,0.6,17954.07587855822,504.4207858048162,0.0,397988.0,3.7614199423098182
2020-07-12,Google,TienTran,Guu-PerMax,162916,7258,0.0,126,0,0,0,2,2.0,998000.0,998000,81458.0,1.0,22446.40396803527,1292.984126984127,0.0,162916.0,6.125856269488571
2020-07-13,FB,NgocNgo,CVS,474770,5771,5190.0,30,0,1,0,36,25.91304347826087,12930608.695652174,11976000,13188.055555555555,0.7198067632850242,82268.23774042627,15825.666666666666,474770.0,512751.60000000003,27.23552182246598
